ticker,name,sector,board
INDF,Indofood Sukses Makmur Tbk.,Barang Konsumen Primer,Main
INDO,Royalindo Investa Wijaya Tbk.,Properti & Real Estat,Development
INDR,Indo-Rama Synthetics Tbk.,Barang Konsumen Non-Primer,Development
INDS,Indospring Tbk.,Barang Konsumen Non-Primer,Development
INDX,Tanah Laut Tbk,Perindustrian,Development
INDY,Indika Energy Tbk.,Energi,Main
INET,Sinergi Inti Andalan Prima Tbk,Infrastruktur,Development
INKP,Indah Kiat Pulp & Paper Tbk.,Barang Baku,Main
INOV,Inocycle Technology Group Tbk.,Barang Konsumen Non-Primer,Development
INPC,Bank Artha Graha Internasional,Keuangan,Main
INPP,Indonesian Paradise Property T,Properti & Real Estat,Development
INPS,Indah Prakasa Sentosa Tbk.,Energi,Watchlist
INRU,Toba Pulp Lestari Tbk.,Barang Baku,Watchlist
INTA,Intraco Penta Tbk.,Perindustrian,Watchlist
INTD,Inter Delta Tbk,Barang Baku,Development
INTP,Indocement Tunggal Prakarsa Tb,Barang Baku,Main
IOTF,Sumber Sinergi Makmur Tbk.,Teknologi,Development
IPAC,Era Graharealty Tbk.,Properti & Real Estat,Acceleration
IPCC,Indonesia Kendaraan Terminal T,Infrastruktur,Main
IPCM,Jasa Armada Indonesia Tbk.,Infrastruktur,Main
IPOL,Indopoly Swakarsa Industry Tbk,Barang Baku,Development
IPPE,Indo Pureco Pratama Tbk.,Barang Konsumen Primer,Watchlist
IPTV,MNC Vision Networks Tbk.,Barang Konsumen Non-Primer,Watchlist
IRRA,Itama Ranoraya Tbk.,Kesehatan,Development
IRSX,Folago Global Nusantara Tbk.,Teknologi,Development
ISAP,Isra Presisi Indonesia Tbk.,Barang Konsumen Non-Primer,Acceleration
ISAT,Indosat Tbk.,Infrastruktur,Main
ISEA,Indo American Seafoods Tbk.,Barang Konsumen Primer,Development
ISSP,Steel Pipe Industry of Indones,Barang Baku,Main
ITIC,Indonesian Tobacco Tbk.,Barang Konsumen Primer,Development
ITMA,Sumber Energi Andalan Tbk.,Energi,Development
ITMG,Indo Tambangraya Megah Tbk.,Energi,Main
JARR,Jhonlin Agro Raya Tbk.,Barang Konsumen Primer,Main
JAST,Jasnita Telekomindo Tbk.,Infrastruktur,Development
JATI,Informasi Teknologi Indonesia,Teknologi,Development
JAWA,Jaya Agra Wattie Tbk.,Barang Konsumen Primer,Development
JAYA,Armada Berjaya Trans Tbk.,Transportasi & Logistik,Development
JECC,Jembo Cable Company Tbk.,Perindustrian,Development
JECX,Nitrasanata Dharma Tbk.,Kesehatan,Main
JELI,Niramas Utama Tbk.,Barang Konsumen Primer,Development
JGLE,Graha Andrasentra Propertindo,Barang Konsumen Non-Primer,Development
JIHD,Jakarta International Hotels &,Barang Konsumen Non-Primer,Main
JKON,Jaya Konstruksi Manggala Prata,Infrastruktur,Main
JMAS,Asuransi Jiwa Syariah Jasa Mit,Keuangan,Development
JPFA,Japfa Comfeed Indonesia Tbk.,Barang Konsumen Primer,Main
JRPT,Jaya Real Property Tbk.,Properti & Real Estat,Main
JSKY,Sky Energy Indonesia Tbk.,Energi,Watchlist
JSMR,Jasa Marga (Persero) Tbk.,Infrastruktur,Main
JSPT,Jakarta Setiabudi Internasiona,Barang Konsumen Non-Primer,Main
JTPE,Jasuindo Tiga Perkasa Tbk.,Perindustrian,Main
KAEF,Kimia Farma Tbk.,Kesehatan,Development
KAQI,Jantra Grupo Indonesia Tbk.,Barang Konsumen Non-Primer,Development
KARW,Meratus Jasa Prima Tbk.,Infrastruktur,Watchlist
KAYU,Darmi Bersaudara Tbk.,Barang Baku,Watchlist
KBAG,Karya Bersama Anugerah Tbk.,Properti & Real Estat,Watchlist
KBLI,KMI Wire & Cable Tbk.,Perindustrian,Main
KBLM,Kabelindo Murni Tbk.,Perindustrian,Development
KBLV,First Media Tbk.,Infrastruktur,Development
KBRI,Kertas Basuki Rachmat Indonesi,Barang Baku,Watchlist
KDSI,Kedawung Setia Industrial Tbk.,Barang Baku,Development
KDTN,Puri Sentul Permai Tbk.,Barang Konsumen Non-Primer,Development
KEEN,Kencana Energi Lestari Tbk.,Infrastruktur,Main
KEJU,Mulia Boga Raya Tbk.,Barang Konsumen Primer,Main
KETR,Ketrosden Triasmitra Tbk.,Infrastruktur,Development
KIAS,Keramika Indonesia Assosiasi T,Perindustrian,Watchlist
KICI,Kedaung Indah Can Tbk,Barang Konsumen Non-Primer,Development
KIJA,Kawasan Industri Jababeka Tbk.,Properti & Real Estat,Main
KING,Hoffmen Cleanindo Tbk.,Perindustrian,Acceleration
KINO,Kino Indonesia Tbk.,Barang Konsumen Primer,Development
KIOS,Kioson Komersial Indonesia Tbk,Teknologi,Development
KJEN,Krida Jaringan Nusantara Tbk.,Transportasi & Logistik,Development
KKES,Kusuma Kemindo Sentosa Tbk.,Barang Baku,Watchlist
KKGI,Resource Alam Indonesia Tbk.,Energi,Main
KLAS,Pelayaran Kurnia Lautan Semest,Transportasi & Logistik,Development
KLBF,Kalbe Farma Tbk.,Kesehatan,Main
KLIN,Klinko Karya Imaji Tbk.,Barang Konsumen Non-Primer,Acceleration
KMDS,Kurniamitra Duta Sentosa Tbk.,Barang Konsumen Primer,Development
KMTR,Kirana Megatara Tbk.,Barang Baku,Development
KOBX,Kobexindo Tractors Tbk.,Perindustrian,Development
KOCI,Kokoh Exa Nusantara Tbk.,Properti & Real Estat,Development
KOIN,Kokoh Inti Arebama Tbk,Perindustrian,Watchlist
KOKA,Koka Indonesia Tbk.,Infrastruktur,Development
KONI,Perdana Bangun Pusaka Tbk,Perindustrian,Development
KOPI,Mitra Energi Persada Tbk.,Energi,Development
KOTA,DMS Propertindo Tbk.,Barang Konsumen Non-Primer,Main
KPIG,MNC Tourism Indonesia Tbk.,Barang Konsumen Non-Primer,Main
KRAS,Krakatau Steel (Persero) Tbk.,Barang Baku,Development
KREN,Quantum Clovera Investama Tbk.,Teknologi,Watchlist
KRYA,Bangun Karya Perkasa Jaya Tbk.,Infrastruktur,Development
KSIX,Kentanix Supra International T,Properti & Real Estat,Development
KUAS,Ace Oldfields Tbk.,Perindustrian,Development
LABA,Green Power Group Tbk.,Perindustrian,Development
LABS,UBC Medical Indonesia Tbk.,Kesehatan,Development
LAJU,Jasa Berdikari Logistics Tbk.,Transportasi & Logistik,Development
LAND,Trimitra Propertindo Tbk.,Properti & Real Estat,Development
LAPD,Leyand International Tbk.,Barang Konsumen Primer,Development
LCGP,Eureka Prima Jakarta Tbk.,Properti & Real Estat,Watchlist
LCKM,LCK Global Kedaton Tbk.,Infrastruktur,Development
LEAD,Logindo Samudramakmur Tbk.,Energi,Development
LFLO,Imago Mulia Persada Tbk.,Barang Konsumen Non-Primer,Acceleration
LIFE,MSIG Life Insurance Indonesia,Keuangan,Development
LINK,Link Net Tbk.,Infrastruktur,Development
LION,Lion Metal Works Tbk.,Perindustrian,Development
LIVE,Homeco Victoria Makmur Tbk.,Barang Konsumen Non-Primer,Development
LMAS,Limas Indonesia Makmur Tbk,Teknologi,Watchlist
LMAX,Lupromax Pelumas Indonesia Tbk,Barang Konsumen Non-Primer,Acceleration
LMPI,Langgeng Makmur Industri Tbk.,Barang Konsumen Non-Primer,Development
LMSH,Lionmesh Prima Tbk.,Barang Baku,Watchlist
LOPI,Logisticsplus International Tb,Transportasi & Logistik,Acceleration
LPCK,Lippo Cikarang Tbk,Properti & Real Estat,Main
LPGI,Lippo General Insurance Tbk.,Keuangan,Development
LPIN,Multi Prima Sejahtera Tbk,Barang Konsumen Non-Primer,Development
LPKR,Lippo Karawaci Tbk.,Properti & Real Estat,Main
LPLI,Star Pacific Tbk,Properti & Real Estat,Development
LPPF,MDS Retailing Tbk.,Barang Konsumen Non-Primer,Main
LPPS,Lenox Pasifik Investama Tbk.,Keuangan,Development
LRNA,Eka Sari Lorena Transport Tbk.,Transportasi & Logistik,Development
LSIP,PP London Sumatra Indonesia Tb,Barang Konsumen Primer,Main
LTLS,Lautan Luas Tbk.,Barang Baku,Main
LUCK,Sentral Mitra Informatika Tbk.,Teknologi,Development
LUCY,Lima Dua Lima Tiga Tbk.,Barang Konsumen Non-Primer,Acceleration
MABA,Marga Abhinaya Abadi Tbk.,Barang Konsumen Non-Primer,Watchlist
MAGP,Multi Agro Gemilang Plantation,Barang Konsumen Primer,Watchlist
MAHA,Mandiri Herindo Adiperkasa Tbk,Energi,Main
MAIN,Malindo Feedmill Tbk.,Barang Konsumen Primer,Main
MANG,Manggung Polahraya Tbk.,Infrastruktur,Acceleration
MAPA,Map Aktif Adiperkasa Tbk.,Barang Konsumen Non-Primer,Main
MAPB,MAP Boga Adiperkasa Tbk.,Barang Konsumen Non-Primer,Watchlist
MAPI,Mitra Adiperkasa Tbk.,Barang Konsumen Non-Primer,Main
MARI,Mahaka Radio Integra Tbk.,Barang Konsumen Non-Primer,Watchlist
MARK,Mark Dynamics Indonesia Tbk.,Perindustrian,Main
MASB,Bank Multiarta Sentosa Tbk.,Keuangan,Main
MAXI,Maxindo Karya Anugerah Tbk.,Barang Konsumen Primer,Development
MAYA,Bank Mayapada Internasional Tb,Keuangan,Main
MBAP,Mitrabara Adiperdana Tbk.,Energi,Development
MBMA,Merdeka Battery Materials Tbk.,Barang Baku,Main
MBSS,Mitrabahtera Segara Sejati Tbk,Energi,Main
MBTO,Martina Berto Tbk.,Barang Konsumen Primer,Development
MCAS,M Cash Integrasi Tbk.,Teknologi,Development
MCOL,Prima Andalan Mandiri Tbk.,Energi,Main
MCOR,Bank China Construction Bank I,Keuangan,Main
MDIA,Intermedia Capital Tbk.,Barang Konsumen Non-Primer,Development
MDIY,Daya Intiguna Yasa Tbk.,Barang Konsumen Non-Primer,Main
MDKA,Merdeka Copper Gold Tbk.,Barang Baku,Main
MDKI,Emdeki Utama Tbk.,Barang Baku,Development
MDLA,Medela Potentia Tbk.,Kesehatan,Main
MDLN,Modernland Realty Tbk.,Properti & Real Estat,Development
MDRN,Modern Internasional Tbk.,Perindustrian,Watchlist
MEDC,Medco Energi Internasional Tbk,Energi,Main
MEDS,Hetzer Medical Indonesia Tbk.,Kesehatan,Development
MEGA,Bank Mega Tbk.,Keuangan,Main
MEJA,Harta Djaya Karya Tbk.,Barang Konsumen Non-Primer,Acceleration
MENN,Menn Teknologi Indonesia Tbk.,Teknologi,Watchlist
MERI,Merry Riana Edukasi Tbk.,Barang Konsumen Non-Primer,Development
MERK,Merck Tbk.,Kesehatan,Main
META,Nusantara Infrastructure Tbk.,Infrastruktur,Development
MFMI,Multifiling Mitra Indonesia Tb,Perindustrian,Watchlist
MGLV,Panca Anugrah Wisesa Tbk.,Barang Konsumen Non-Primer,Acceleration
MGNA,Magna Investama Mandiri Tbk.,Barang Konsumen Non-Primer,Development
MGRO,Mahkota Group Tbk.,Barang Konsumen Primer,Development
MHKI,Multi Hanna Kreasindo Tbk.,Perindustrian,Development
MICE,Multi Indocitra Tbk.,Barang Konsumen Non-Primer,Development
MIDI,Midi Utama Indonesia Tbk.,Barang Konsumen Primer,Main
MIKA,Mitra Keluarga Karyasehat Tbk.,Kesehatan,Main
MINA,Sanurhasta Mitra Tbk.,Barang Konsumen Non-Primer,Development
MINE,Sinar Terang Mandiri Tbk.,Barang Baku,Development
MIRA,Mitra International Resources,Transportasi & Logistik,Watchlist
MITI,Mitra Investindo Tbk.,Transportasi & Logistik,Development
MKAP,Multikarya Asia Pasifik Raya T,Energi,Development
MKNT,Mitra Komunikasi Nusantara Tbk,Barang Konsumen Non-Primer,Watchlist
MKPI,Metropolitan Kentjana Tbk.,Properti & Real Estat,Development
MKTR,Menthobi Karyatama Raya Tbk.,Barang Konsumen Primer,Main
MLBI,Multi Bintang Indonesia Tbk.,Barang Konsumen Primer,Main
MLIA,Mulia Industrindo Tbk,Perindustrian,Watchlist
MLPL,Multipolar Tbk.,Barang Konsumen Primer,Main
MLPT,Multipolar Technology Tbk.,Teknologi,Development
MMIX,Multi Medika Internasional Tbk,Kesehatan,Development
MMLP,Mega Manunggal Property Tbk.,Properti & Real Estat,Development
MNCN,Media Nusantara Citra Tbk.,Barang Konsumen Non-Primer,Main
MOLI,Madusari Murni Indah Tbk.,Barang Baku,Development
MORA,Ekamas Mora Republik Tbk.,Infrastruktur,Main
MPIX,Mitra Pedagang Indonesia Tbk.,Teknologi,Development
MPMX,Mitra Pinasthika Mustika Tbk.,Barang Konsumen Non-Primer,Main
MPOW,Megapower Makmur Tbk.,Infrastruktur,Development
MPPA,Matahari Putra Prima Tbk.,Barang Konsumen Primer,Watchlist
MPRO,Maha Properti Indonesia Tbk.,Properti & Real Estat,Development
MPXL,MPX Logistics International Tb,Transportasi & Logistik,Development
MRAT,Mustika Ratu Tbk.,Barang Konsumen Primer,Development
MREI,Maskapai Reasuransi Indonesia,Keuangan,Main
MSIE,Multisarana Intan Eduka Tbk.,Properti & Real Estat,Acceleration
MSIN,MNC Digital Entertainment Tbk.,Barang Konsumen Non-Primer,Main
MSJA,Multi Spunindo Jaya Tbk.,Barang Konsumen Primer,Development
MSKY,MNC Sky Vision Tbk.,Barang Konsumen Non-Primer,Development
MSTI,Mastersystem Infotama Tbk.,Teknologi,Main
MTDL,Metrodata Electronics Tbk.,Teknologi,Main
MTEL,Dayamitra Telekomunikasi Tbk.,Infrastruktur,Main
MTFN,Capitalinc Investment Tbk.,Energi,Watchlist
MTLA,Metropolitan Land Tbk.,Properti & Real Estat,Main
MTMH,Murni Sadar Tbk.,Kesehatan,Main
MTPS,Meta Epsi Tbk.,Infrastruktur,Watchlist
MTRA,Mitra Pemuda Tbk.,Infrastruktur,Watchlist
MTSM,Metro Realty Tbk.,Properti & Real Estat,Watchlist
MTWI,Malacca Trust Wuwungan Insuran,Keuangan,Development
MUTU,Mutuagung Lestari Tbk.,Perindustrian,Development
MYOH,Samindo Resources Tbk.,Energi,Development
MYOR,Mayora Indah Tbk.,Barang Konsumen Primer,Main
MYTX,Asia Pacific Investama Tbk.,Barang Konsumen Non-Primer,Watchlist
NAIK,Adiwarna Anugerah Abadi Tbk.,Perindustrian,Development
NANO,Nanotech Indonesia Global Tbk.,Barang Konsumen Primer,Acceleration
NASA,Andalan Perkasa Abadi Tbk.,Properti & Real Estat,Watchlist
NASI,Wahana Inti Makmur Tbk.,Barang Konsumen Primer,Development
NATO,Olympus Strategic Indonesia Tb,Barang Konsumen Non-Primer,Development
NAYZ,Hassana Boga Sejahtera Tbk.,Barang Konsumen Primer,Acceleration
NCKL,Trimegah Bangun Persada Tbk.,Barang Baku,Development
NELY,Pelayaran Nelly Dwi Putri Tbk.,Transportasi & Logistik,Development
NEST,Esta Indonesia Tbk.,Barang Konsumen Primer,Development
NETV,MDTV Media Technologies Tbk.,Barang Konsumen Non-Primer,Development
NFCX,NFC Indonesia Tbk.,Teknologi,Development
NICE,Adhi Kartiko Pratama Tbk.,Barang Baku,Development
NICK,Charnic Capital Tbk.,Keuangan,Development
NICL,PAM Mineral Tbk.,Barang Baku,Development
NIKL,Pelat Timah Nusantara Tbk.,Barang Baku,Development
NINE,Techno9 Indonesia Tbk.,Teknologi,Acceleration
NIRO,City Retail Developments Tbk.,Properti & Real Estat,Development
NISP,Bank OCBC NISP Tbk.,Keuangan,Main
NOBU,Bank Nationalnobu Tbk.,Keuangan,Main
NPGF,Nusa Palapa Gemilang Tbk.,Barang Baku,Development
NRCA,Nusa Raya Cipta Tbk.,Infrastruktur,Development
NSSS,Nusantara Sawit Sejahtera Tbk.,Barang Konsumen Primer,Development
NTBK,Nusatama Berkah Tbk.,Perindustrian,Development
NUSA,Sinergi Megah Internusa Tbk.,Barang Konsumen Non-Primer,Watchlist
NZIA,Nusantara Almazia Tbk.,Properti & Real Estat,Development
OASA,Maharaksa Biru Energi Tbk.,Infrastruktur,Development
OBAT,Brigit Biofarmaka Teknologi Tb,Kesehatan,Development
OBMD,OBM Drilchem Tbk.,Barang Baku,Development
OCAP,Onix Capital Tbk.,Keuangan,Watchlist
OILS,Indo Oil Perkasa Tbk.,Barang Konsumen Primer,Development
OKAS,Ancora Indonesia Resources Tbk,Barang Baku,Development
OLIV,Atlas Nexus Group Tbk.,Barang Konsumen Non-Primer,Acceleration
OMED,Jayamas Medica Industri Tbk.,Kesehatan,Main
OMRE,Indonesia Prima Property Tbk,Properti & Real Estat,Development
OPMS,Optima Prima Metal Sinergi Tbk,Barang Baku,Development
PACK,Abadi Nusantara Hijau Investam,Barang Baku,Acceleration
PADA,Personel Alih Daya Tbk.,Perindustrian,Development
PADI,Minna Padi Investama Sekuritas,Keuangan,Main
PALM,Provident Investasi Bersama Tb,Keuangan,Main
PAMG,Bima Sakti Pertiwi Tbk.,Properti & Real Estat,Development
PANI,Pantai Indah Kapuk Dua Tbk.,Properti & Real Estat,Main
PANR,Panorama Sentrawisata Tbk.,Barang Konsumen Non-Primer,Development
PANS,Panin Sekuritas Tbk.,Keuangan,Main
PART,Cipta Perdana Lancar Tbk.,Barang Konsumen Non-Primer,Development
PBID,Panca Budi Idaman Tbk.,Barang Baku,Main
PBRX,Pan Brothers Tbk.,Barang Konsumen Non-Primer,Watchlist
PBSA,Paramita Bangun Sarana Tbk.,Infrastruktur,Development
PCAR,Prima Cakrawala Abadi Tbk.,Barang Konsumen Primer,Watchlist
PDES,Destinasi Tirta Nusantara Tbk,Barang Konsumen Non-Primer,Development
PDPP,Primadaya Plastisindo Tbk.,Barang Baku,Development
PEGE,Panca Global Kapital Tbk.,Keuangan,Development
PEHA,Phapros Tbk.,Kesehatan,Development
PEVE,Penta Valent Tbk.,Kesehatan,Development
PGAS,Perusahaan Gas Negara (Persero,Energi,Main
PGEO,Pertamina Geothermal Energy Tb,Infrastruktur,Main
PGJO,Bahtera Bumi Raya Tbk.,Teknologi,Watchlist
PGLI,Pembangunan Graha Lestari Inda,Barang Konsumen Non-Primer,Development
PGUN,Pradiksi Gunatama Tbk.,Barang Konsumen Primer,Development
PICO,Pelangi Indah Canindo Tbk,Barang Baku,Development
PIPA,Multi Makmur Lemindo Tbk.,Perindustrian,Development
PJAA,Pembangunan Jaya Ancol Tbk.,Barang Konsumen Non-Primer,Development
PJHB,Pelayaran Jaya Hidup Baru Tbk.,Transportasi & Logistik,Development
PKPK,Paragon Karya Perkasa Tbk.,Energi,Development
PLAN,Planet Properindo Jaya Tbk.,Barang Konsumen Non-Primer,Acceleration
PLAS,Polaris Investama Tbk,Keuangan,Watchlist
PLIN,Plaza Indonesia Realty Tbk.,Properti & Real Estat,Watchlist
PMJS,Putra Mandiri Jembar Tbk.,Barang Konsumen Non-Primer,Development
PMMP,Panca Mitra Multiperdana Tbk.,Barang Konsumen Primer,Watchlist
PMUI,Prima Multi Usaha Indonesia Tb,Barang Konsumen Non-Primer,Development
PNBN,Bank Pan Indonesia Tbk,Keuangan,Main
PNBS,Bank Panin Dubai Syariah Tbk.,Keuangan,Development
PNGO,Pinago Utama Tbk.,Barang Konsumen Primer,Main
PNIN,Paninvest Tbk.,Keuangan,Main
PNLF,Panin Financial Tbk.,Keuangan,Main
PNSE,Pudjiadi & Sons Tbk.,Barang Konsumen Non-Primer,Development
POLA,Pool Advista Finance Tbk.,Keuangan,Development
POLI,Pollux Hotels Group Tbk.,Properti & Real Estat,Development
POLL,Pollux Properties Indonesia Tb,Properti & Real Estat,Watchlist
POLU,Golden Flower Tbk.,Barang Konsumen Non-Primer,Development
POLY,Asia Pacific Fibers Tbk,Barang Konsumen Non-Primer,Watchlist
POOL,Pool Advista Indonesia Tbk.,Keuangan,Watchlist
PORT,Nusantara Pelabuhan Handal Tbk,Infrastruktur,Main
POSA,Bliss Properti Indonesia Tbk.,Properti & Real Estat,Watchlist
POWR,Cikarang Listrindo Tbk.,Infrastruktur,Main
PPGL,Prima Globalindo Logistik Tbk.,Transportasi & Logistik,Acceleration
PPRE,PP Presisi Tbk.,Infrastruktur,Development
PPRI,Paperocks Indonesia Tbk.,Barang Baku,Development
PPRO,PP Properti Tbk.,Properti & Real Estat,Watchlist
PRAY,Famon Awal Bros Sedaya Tbk.,Kesehatan,Main
PRDA,Prodia Widyahusada Tbk.,Kesehatan,Main
PRDL,Prodia Diagnostic Line Tbk.,Kesehatan,Development
PRIM,Royal Prima Tbk.,Kesehatan,Development
PSAB,J Resources Asia Pasifik Tbk.,Barang Baku,Development
PSAT,Pancaran Samudera Transport Tb,Energi,Development
PSDN,Prasidha Aneka Niaga Tbk,Barang Konsumen Primer,Development
PSGO,Palma Serasih Tbk.,Barang Konsumen Primer,Main
PSKT,Red Planet Indonesia Tbk.,Barang Konsumen Non-Primer,Development
PSSI,IMC Pelita Logistik Tbk.,Energi,Main
PTBA,Bukit Asam (Persero) Tbk.,Energi,Main
PTDU,Djasa Ubersakti Tbk.,Infrastruktur,Watchlist
PTIS,Indo Straits Tbk.,Energi,Development
PTMP,Mitra Pack Tbk.,Perindustrian,Development
PTMR,Master Print Tbk.,Barang Baku,Watchlist
PTPP,PP (Persero) Tbk.,Infrastruktur,Main
PTPS,Pulau Subur Tbk.,Barang Konsumen Primer,Development
PTPW,Pratama Widya Tbk.,Infrastruktur,Development
PTRO,Petrosea Tbk.,Energi,Main
PTSN,Sat Nusapersada Tbk,Teknologi,Development
PTSP,Pioneerindo Gourmet Internatio,Barang Konsumen Non-Primer,Development
PUDP,Pudjiadi Prestige Tbk.,Properti & Real Estat,Development
PURA,Putra Rajawali Kencana Tbk.,Transportasi & Logistik,Watchlist
PURE,Trinitan Metals and Minerals T,Barang Baku,Watchlist
PURI,Puri Global Sukses Tbk.,Properti & Real Estat,Development
PWON,Pakuwon Jati Tbk.,Properti & Real Estat,Main
PYFA,Pyridam Farma Tbk,Kesehatan,Development
PZZA,Sarimelati Kencana Tbk.,Barang Konsumen Non-Primer,Development
RAAM,Tripar Multivision Plus Tbk.,Barang Konsumen Non-Primer,Main
RAFI,Sari Kreasi Boga Tbk.,Barang Konsumen Non-Primer,Watchlist
RAJA,Rukun Raharja Tbk.,Energi,Main
RALS,Ramayana Lestari Sentosa Tbk.,Barang Konsumen Non-Primer,Main
RANC,Supra Boga Lestari Tbk.,Barang Konsumen Primer,Development
RANS,Rans Entertainmen Indonesia Tb,Barang Konsumen Non-Primer,Development
RATU,Raharja Energi Cepu Tbk.,Energi,Development
RBMS,Ristia Bintang Mahkotasejati T,Properti & Real Estat,Development
RCCC,Utama Radar Cahaya Tbk.,Transportasi & Logistik,Acceleration
RDTX,Roda Vivatex Tbk,Properti & Real Estat,Development
REAL,Repower Asia Indonesia Tbk.,Properti & Real Estat,Development
RELF,Graha Mitra Asia Tbk.,Properti & Real Estat,Acceleration
RELI,Reliance Sekuritas Indonesia T,Keuangan,Development
RGAS,Kian Santang Muliatama Tbk.,Energi,Development
RICY,Ricky Putra Globalindo Tbk,Barang Konsumen Non-Primer,Development
RIGS,Rig Tenders Indonesia Tbk.,Energi,Development
RIMO,Rimo International Lestari Tbk,Properti & Real Estat,Watchlist
RISE,Jaya Sukses Makmur Sentosa Tbk,Properti & Real Estat,Development
RLCO,Abadi Lestari Indonesia Tbk.,Barang Konsumen Primer,Development
RMKE,RMK Energy Tbk.,Energi,Main
RMKO,Royaltama Mulia Kontraktorindo,Energi,Development
ROCK,Rockfields Properti Indonesia,Properti & Real Estat,Development
RODA,Pikko Land Development Tbk.,Properti & Real Estat,Development
RONY,Aracord Nusantara Group Tbk.,Infrastruktur,Development
ROTI,Nippon Indosari Corpindo Tbk.,Barang Konsumen Primer,Development
RSCH,Charlie Hospital Semarang Tbk.,Kesehatan,Development
RSGK,Kedoya Adyaraya Tbk.,Kesehatan,Development
RUIS,Radiant Utama Interinsco Tbk.,Energi,Development
RUNS,Global Sukses Solusi Tbk.,Teknologi,Acceleration
SAFE,Steady Safe Tbk,Transportasi & Logistik,Development
SAGE,Saptausaha Gemilangindah Tbk.,Properti & Real Estat,Watchlist
SAME,Sarana Meditama Metropolitan T,Kesehatan,Main
SAMF,Saraswanti Anugerah Makmur Tbk,Barang Baku,Main
SAPX,Satria Antaran Prima Tbk.,Transportasi & Logistik,Development
SATU,Kota Satu Properti Tbk.,Properti & Real Estat,Development
SBAT,Sejahtera Bintang Abadi Textil,Barang Konsumen Non-Primer,Watchlist
SBMA,Surya Biru Murni Acetylene Tbk,Barang Baku,Development
SCCO,Supreme Cable Manufacturing &,Perindustrian,Development
SCMA,Surya Citra Media Tbk.,Barang Konsumen Non-Primer,Main
SCNP,Selaras Citra Nusantara Perkas,Barang Konsumen Non-Primer,Development
SCPI,Organon Pharma Indonesia Tbk.,Kesehatan,Watchlist
SDMU,Sidomulyo Selaras Tbk.,Transportasi & Logistik,Development
SDPC,Millennium Pharmacon Internati,Barang Konsumen Primer,Development
SDRA,Bank Woori Saudara Indonesia 1,Keuangan,Development
SEMA,Semacom Integrated Tbk.,Energi,Development
SFAN,Surya Fajar Capital Tbk.,Keuangan,Development
SGER,Sumber Global Energy Tbk.,Energi,Main
SGRO,Prime Agri Resources Tbk.,Barang Konsumen Primer,Main
SHID,Hotel Sahid Jaya International,Barang Konsumen Non-Primer,Development
SHIP,Sillo Maritime Perdana Tbk.,Energi,Main
SICO,Sigma Energy Compressindo Tbk.,Energi,Development
SIDO,Industri Jamu dan Farmasi Sido,Kesehatan,Main
SILO,Siloam International Hospitals,Kesehatan,Main
SIMA,Siwani Makmur Tbk,Barang Baku,Watchlist
SIMP,Salim Ivomas Pratama Tbk.,Barang Konsumen Primer,Main
SINI,Singaraja Putra Tbk.,Perindustrian,Watchlist
SIPD,Sreeya Sewu Indonesia Tbk.,Barang Konsumen Primer,Development
SKBM,Sekar Bumi Tbk.,Barang Konsumen Primer,Development
SKLT,Sekar Laut Tbk.,Barang Konsumen Primer,Development
SKRN,Superkrane Mitra Utama Tbk.,Perindustrian,Main
SKYB,Northcliff Citranusa Indonesia,Teknologi,Watchlist
SLIS,Gaya Abadi Sempurna Tbk.,Barang Konsumen Non-Primer,Development
SMAR,Sinar Mas Agro Resources and T,Barang Konsumen Primer,Main
SMBR,Semen Baturaja (Persero) Tbk.,Barang Baku,Main
SMCB,Solusi Bangun Indonesia Tbk.,Barang Baku,Watchlist
SMDM,Suryamas Dutamakmur Tbk.,Properti & Real Estat,Development
SMDR,Samudera Indonesia  Tbk.,Transportasi & Logistik,Main
SMGA,Sumber Mineral Global Abadi Tb,Barang Baku,Development
SMGR,Semen Indonesia (Persero) Tbk.,Barang Baku,Main
SMIL,Sarana Mitra Luas Tbk.,Perindustrian,Main
SMKL,Satyamitra Kemas Lestari Tbk.,Barang Baku,Development
SMKM,Sumber Mas Konstruksi Tbk.,Infrastruktur,Acceleration
SMLE,Sinergi Multi Lestarindo Tbk.,Barang Baku,Development
SMMA,Sinarmas Multiartha Tbk.,Keuangan,Development
SMMT,Golden Eagle Energy Tbk.,Energi,Development
SMRA,Summarecon Agung Tbk.,Properti & Real Estat,Main
SMRU,SMR Utama Tbk.,Energi,Watchlist
SMSM,Selamat Sempurna Tbk.,Barang Konsumen Non-Primer,Main
SNLK,Sunter Lakeside Hotel Tbk.,Barang Konsumen Non-Primer,Development
SOCI,Soechi Lines Tbk.,Energi,Development
SOFA,Solusi Environment Asia Tbk.,Barang Konsumen Non-Primer,Acceleration
SOHO,Soho Global Health Tbk.,Kesehatan,Development
SOLA,Xolare RCR Energy Tbk.,Barang Baku,Development
SONA,Sona Topas Tourism Industry Tb,Barang Konsumen Non-Primer,Development
SOSS,ALSOK Indonesia Services Tbk.,Perindustrian,Watchlist
SOTS,Satria Mega Kencana Tbk.,Barang Konsumen Non-Primer,Development
SOUL,Mitra Tirta Buwana Tbk.,Barang Konsumen Primer,Acceleration
SPMA,Suparma Tbk.,Barang Baku,Development
SPRE,Soraya Berjaya Indonesia Tbk.,Barang Konsumen Non-Primer,Acceleration
